school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,schoolsup,famsup,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,failures,paid,absences,G1,G2,G3,alc_use,high_use,family.quality,in.class.performance,off.class.performance,social,probability,prediction,random.guess,prediction.guess
GP,F,17,U,GT3,T,2,2,at_home,at_home,course,mother,1,3,no,yes,yes,yes,yes,yes,no,4,3,3,1,1,4,0,yes,2,10,11,12,1,FALSE,4,2,Moderate to long study,Infrequent,0.1066407586916358,FALSE,0.06135592516511679,FALSE
GP,F,17,R,GT3,T,2,1,at_home,services,reputation,mother,2,2,no,yes,yes,yes,yes,yes,no,4,2,5,1,2,5,0,no,1,8,8,8,1.5,FALSE,4,1,Moderate to long study,Frequent,0.23536270351966376,FALSE,0.9539117407985032,TRUE
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,no,yes,yes,yes,yes,no,yes,4,3,4,1,1,5,0,no,6,9,8,6,1,FALSE,4,6,Moderate to long study,Frequent,0.30565428646211035,FALSE,0.0802609701640904,FALSE
GP,F,16,U,GT3,T,2,3,services,teacher,other,mother,1,2,yes,no,no,yes,yes,yes,no,2,3,1,1,1,3,0,no,1,14,14,16,1,FALSE,2,1,Moderate to long study,Infrequent,0.19978196002741477,FALSE,0.1676903059706092,FALSE
GP,M,18,U,GT3,T,2,2,other,other,home,mother,2,2,no,yes,no,yes,yes,yes,no,3,3,3,5,5,4,2,yes,4,11,11,12,5,TRUE,3,4,Moderate to long study,Infrequent,0.19872043260081165,FALSE,0.0885042599402368,FALSE
GP,F,16,U,GT3,T,4,4,teacher,services,home,mother,1,3,no,yes,yes,no,yes,yes,no,5,3,2,1,1,5,0,no,2,14,14,15,1,FALSE,5,2,Moderate to long study,Infrequent,0.07376582695500794,FALSE,0.03085663029924035,FALSE
GP,F,18,R,GT3,T,3,1,other,other,reputation,mother,1,2,no,no,yes,yes,yes,yes,yes,5,3,3,1,1,4,0,no,10,8,8,8,1,FALSE,5,10,Moderate to long study,Infrequent,0.12370340261815305,FALSE,0.14095818670466542,FALSE
GP,F,17,U,GT3,T,3,2,other,other,course,mother,1,2,no,no,yes,no,yes,yes,no,5,3,4,1,3,3,0,no,6,16,16,16,2,FALSE,5,6,Moderate to long study,Frequent,0.22701846182595356,FALSE,0.507586331339553,TRUE
GP,M,17,U,LE3,T,2,3,services,services,reputation,father,1,2,no,yes,no,no,yes,yes,no,5,3,3,1,3,3,0,yes,1,11,11,12,2,FALSE,5,1,Moderate to long study,Infrequent,0.09144511394976292,FALSE,0.999763302039355,TRUE
GP,M,18,U,LE3,T,2,1,at_home,other,course,mother,4,2,yes,yes,yes,yes,yes,yes,yes,4,3,2,4,5,3,0,yes,8,10,9,10,4.5,TRUE,4,8,Moderate to long study,Infrequent,0.1897432645340881,FALSE,0.6181664925534278,TRUE
GP,F,17,U,GT3,A,2,1,other,other,course,mother,2,3,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,no,5,14,12,14,1.5,FALSE,3,5,Moderate to long study,Infrequent,0.18150867569591395,FALSE,0.7229412954766303,TRUE
GP,F,17,U,LE3,T,4,3,health,other,reputation,father,1,2,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,3,0,no,7,14,12,13,1.5,FALSE,3,7,Moderate to long study,Infrequent,0.20374408354259857,FALSE,0.6857802283484489,TRUE
GP,M,17,R,GT3,T,2,2,other,other,course,father,2,2,no,yes,yes,yes,yes,yes,no,4,5,2,1,1,1,0,yes,2,12,12,12,1,FALSE,4,2,Moderate to long study,Infrequent,0.13227525891071584,FALSE,0.40545415389351547,FALSE
GP,M,17,U,GT3,T,4,4,teacher,teacher,reputation,mother,1,2,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,no,7,12,11,11,2,FALSE,4,7,Moderate to long study,Frequent,0.7293452902324123,TRUE,0.4353457875549793,FALSE
GP,M,16,U,GT3,T,4,4,health,other,reputation,father,1,2,no,yes,yes,yes,yes,yes,no,4,2,4,2,4,1,0,yes,1,14,13,14,3,TRUE,4,1,Moderate to long study,Frequent,0.6369135866278804,TRUE,0.6815225325990468,TRUE
GP,M,16,U,LE3,T,1,1,other,other,home,mother,2,2,no,yes,no,yes,yes,yes,no,3,4,2,1,1,5,0,yes,10,9,8,8,1,FALSE,3,10,Moderate to long study,Infrequent,0.27587809548242836,FALSE,0.9032734208740294,TRUE
GP,M,16,U,GT3,T,3,2,at_home,other,reputation,mother,2,3,no,no,yes,yes,yes,yes,yes,5,3,3,1,3,2,0,no,5,12,10,11,2,FALSE,5,5,Moderate to long study,Infrequent,0.11816640655809249,FALSE,0.46521045290865004,FALSE
GP,M,17,U,LE3,T,2,2,other,other,home,father,1,2,no,no,yes,no,yes,yes,yes,4,4,2,5,5,4,0,yes,2,15,14,14,5,TRUE,4,2,Moderate to long study,Infrequent,0.13227525891071584,FALSE,0.8459476339630783,TRUE
GP,F,16,U,GT3,T,2,1,other,other,home,mother,1,1,no,no,no,yes,yes,yes,yes,4,5,2,1,1,5,0,no,12,11,11,11,1,FALSE,4,12,Light study,Infrequent,0.3036844814356869,FALSE,0.8971812298987061,TRUE
GP,F,17,R,GT3,T,2,1,at_home,services,course,mother,3,2,no,no,yes,yes,yes,no,no,2,1,1,1,1,3,0,no,2,13,12,12,1,FALSE,2,2,Moderate to long study,Infrequent,0.211466890170433,FALSE,0.7908697407692671,TRUE
GP,M,18,U,GT3,T,2,2,other,services,reputation,father,1,2,no,no,no,yes,no,yes,no,5,5,4,3,5,2,0,no,8,8,7,4,4,TRUE,5,8,Moderate to long study,Frequent,0.6724484396569237,TRUE,0.428646317217499,FALSE
GP,M,17,U,LE3,T,4,3,health,other,course,mother,2,2,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,0,no,11,14,14,14,2.5,TRUE,2,11,Moderate to long study,Frequent,0.8770364438480659,TRUE,0.32211080752313137,FALSE
GP,M,17,R,LE3,A,4,4,teacher,other,course,mother,2,2,no,yes,no,yes,yes,yes,no,3,3,3,2,3,4,0,yes,1,11,12,12,2.5,TRUE,3,1,Moderate to long study,Infrequent,0.16673221127853183,FALSE,0.26015206589363515,FALSE
GP,M,16,U,LE3,T,4,3,teacher,other,course,mother,1,1,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,0,no,4,10,7,8,1,FALSE,5,4,Light study,Frequent,0.733658704844584,TRUE,0.19681146834045649,FALSE
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1,no,no,yes,yes,yes,yes,no,5,3,2,1,2,5,0,no,2,14,14,14,1.5,FALSE,5,2,Light study,Infrequent,0.16187099088224136,FALSE,0.35562173067592084,FALSE
GP,F,18,U,GT3,T,2,1,other,other,course,other,2,3,no,yes,no,no,yes,yes,yes,4,4,4,1,1,3,0,yes,5,10,5,6,1,FALSE,4,5,Moderate to long study,Frequent,0.29068345276733604,FALSE,0.07420936902053654,FALSE
GP,M,16,U,GT3,T,2,1,other,other,course,mother,3,1,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,0,no,6,16,17,17,1,FALSE,4,6,Light study,Infrequent,0.2660824665770049,FALSE,0.8860841426067054,TRUE
GP,M,17,U,GT3,T,2,3,other,other,course,father,2,1,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,0,no,3,10,12,13,1,FALSE,5,3,Light study,Infrequent,0.17181465584798838,FALSE,0.18351956945843995,FALSE
GP,M,22,U,GT3,T,3,1,services,services,other,mother,1,1,no,no,no,no,no,yes,yes,5,4,5,5,5,1,3,no,14,6,8,6,5,TRUE,5,14,Light study,Frequent,0.8492566219464266,TRUE,0.867184818489477,TRUE
GP,M,18,R,LE3,T,3,3,other,services,course,mother,1,2,no,yes,no,yes,yes,yes,yes,4,3,3,1,3,5,0,no,8,6,7,8,2,FALSE,4,8,Moderate to long study,Infrequent,0.1897432645340881,FALSE,0.9095781401265413,TRUE
GP,M,16,U,GT3,T,0,2,other,other,other,mother,1,1,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,yes,0,12,14,13,3,TRUE,4,0,Light study,Infrequent,0.1909420374482772,FALSE,0.09338388685137033,FALSE
GP,M,18,U,GT3,T,3,2,services,other,course,mother,2,1,no,no,no,yes,no,yes,no,4,4,5,2,4,5,0,no,4,6,8,8,3,TRUE,4,4,Light study,Frequent,0.7952457219723887,TRUE,0.7753349079284817,TRUE
GP,M,16,U,GT3,T,3,3,at_home,other,reputation,other,3,2,yes,yes,no,no,yes,yes,no,5,3,3,1,3,2,0,no,5,8,10,10,2,FALSE,5,5,Moderate to long study,Infrequent,0.11816640655809249,FALSE,0.8301041084341705,TRUE
GP,M,18,U,GT3,T,2,1,services,services,other,mother,1,1,no,no,no,no,no,yes,no,3,2,5,2,5,5,2,no,4,6,8,7,3.5,TRUE,3,4,Light study,Frequent,0.8455890172615499,TRUE,0.2973352742847055,FALSE
GP,M,16,R,GT3,T,2,1,other,other,course,mother,2,1,no,no,yes,no,yes,no,no,3,3,2,1,3,3,0,no,1,11,11,10,2,FALSE,3,1,Light study,Infrequent,0.2633218990233743,FALSE,0.09096578089520335,FALSE
GP,M,17,R,GT3,T,2,1,other,other,course,mother,1,1,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,no,0,10,12,12,3,TRUE,4,0,Light study,Infrequent,0.1909420374482772,FALSE,0.5390818822197616,TRUE
GP,M,17,U,LE3,T,1,1,health,other,course,mother,2,1,no,yes,yes,yes,yes,yes,no,4,4,4,1,2,5,1,no,1,8,10,9,1.5,FALSE,4,1,Light study,Frequent,0.7580806555911216,TRUE,0.7274691564962268,TRUE
GP,F,17,U,LE3,T,4,2,teacher,services,reputation,mother,1,4,no,yes,yes,yes,yes,yes,no,4,2,3,1,1,4,0,yes,4,14,14,15,1,FALSE,4,4,Moderate to long study,Infrequent,0.12106114611953424,FALSE,0.24076257040724158,FALSE
GP,M,19,U,LE3,A,4,3,services,at_home,reputation,mother,1,2,no,yes,no,yes,yes,yes,no,4,3,1,1,1,1,0,no,8,11,12,12,1,FALSE,4,8,Moderate to long study,Infrequent,0.1897432645340881,FALSE,0.9704874507151544,TRUE
GP,M,18,U,GT3,T,2,1,other,other,home,mother,1,2,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,0,no,5,16,15,15,1.5,FALSE,5,5,Moderate to long study,Frequent,0.62354556583463006,TRUE,0.5739345750771463,TRUE
GP,F,17,U,LE3,T,2,2,services,services,course,father,1,4,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,0,yes,1,10,10,6,1,FALSE,3,1,Moderate to long study,Infrequent,0.1427828669391794,FALSE,0.9081656467169523,TRUE
GP,F,18,U,GT3,T,4,3,services,other,home,father,1,2,no,yes,no,yes,yes,yes,yes,3,1,2,1,3,2,0,yes,12,16,16,16,2,FALSE,3,12,Moderate to long study,Infrequent,0.26790117089775106,FALSE,0.36643707123585045,FALSE
GP,M,18,U,GT3,T,4,3,teacher,other,course,mother,1,2,no,yes,no,no,yes,yes,no,4,3,2,1,1,3,0,yes,2,9,9,10,1,FALSE,4,2,Moderate to long study,Infrequent,0.13227525891071584,FALSE,0.8164913875516504,TRUE
GP,M,18,R,GT3,T,3,2,other,other,course,mother,1,3,no,no,yes,no,yes,no,no,5,3,2,1,1,3,0,no,2,12,12,12,1,FALSE,5,2,Moderate to long study,Infrequent,0.09756616207231315,FALSE,0.2539359391666949,FALSE
GP,F,17,U,GT3,T,3,3,other,other,home,mother,1,3,no,no,yes,no,yes,no,no,3,2,3,1,1,4,0,no,3,12,10,11,1,FALSE,3,3,Moderate to long study,Infrequent,0.16120861374911435,FALSE,0.2546292517799884,FALSE
GP,F,18,U,GT3,T,2,2,at_home,services,home,mother,1,3,no,yes,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,yes,0,10,11,6,1,FALSE,4,0,Moderate to long study,Infrequent,0.09375485346163172,FALSE,0.05019875895231962,FALSE
GP,M,18,R,LE3,A,3,4,other,other,reputation,mother,2,2,no,yes,yes,yes,yes,yes,no,4,2,5,3,4,1,0,yes,10,16,16,16,3.5,TRUE,4,10,Moderate to long study,Frequent,0.7695830757770165,TRUE,0.6818021284416318,TRUE
GP,M,17,U,GT3,T,3,1,services,other,other,mother,1,2,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,yes,1,10,10,12,3.5,TRUE,5,1,Moderate to long study,Frequent,0.5543884449297708,TRUE,0.043751597637310624,FALSE
GP,F,18,R,GT3,T,4,4,teacher,other,reputation,mother,2,2,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,0,yes,8,11,10,12,2,FALSE,4,8,Moderate to long study,Frequent,0.33683918851239936,FALSE,0.7905685070436448,TRUE
GP,M,18,U,GT3,T,4,2,health,other,reputation,father,1,2,no,yes,yes,yes,yes,yes,yes,5,4,5,1,3,5,0,yes,7,10,10,12,2,FALSE,5,7,Moderate to long study,Frequent,0.6564983464164429,TRUE,0.9863694424275309,TRUE
GP,F,18,R,GT3,T,2,1,other,other,reputation,mother,2,2,no,yes,no,yes,no,yes,yes,4,3,5,1,2,3,0,no,6,7,4,5,1.5,FALSE,4,6,Moderate to long study,Frequent,0.30565428646211035,FALSE,0.9579830712173134,TRUE
GP,F,19,U,GT3,T,3,3,other,services,home,other,1,2,no,yes,yes,yes,yes,yes,no,4,3,5,3,3,5,1,yes,16,10,10,10,3,TRUE,4,16,Moderate to long study,Frequent,0.4737745404571697,FALSE,0.3244277769699693,FALSE
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,no,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,0,yes,7,16,15,15,2,FALSE,4,7,Moderate to long study,Frequent,0.3210471709381398,FALSE,0.2850668116007,FALSE
GP,F,18,U,LE3,T,1,1,other,other,home,mother,2,2,no,yes,no,no,yes,no,no,4,4,3,1,1,3,0,yes,2,12,12,12,1,FALSE,4,2,Moderate to long study,Infrequent,0.1066407586916358,FALSE,0.7853831462562084,TRUE
GP,M,17,R,GT3,T,1,2,at_home,at_home,home,mother,1,2,no,yes,yes,no,yes,no,yes,3,5,2,2,2,1,0,yes,2,16,16,16,2,FALSE,3,2,Moderate to long study,Infrequent,0.17691146592535986,FALSE,0.6697331331670284,TRUE
GP,F,17,U,GT3,T,2,4,at_home,health,reputation,mother,2,2,no,yes,no,yes,yes,yes,yes,4,3,3,1,1,1,0,yes,4,12,13,13,1,FALSE,4,4,Moderate to long study,Infrequent,0.12106114611953424,FALSE,0.36792631121352315,FALSE
GP,F,17,U,LE3,T,2,2,services,other,course,mother,2,2,yes,yes,no,yes,yes,yes,yes,4,4,4,2,3,5,0,yes,6,12,12,12,2.5,TRUE,4,6,Moderate to long study,Frequent,0.30565428646211035,FALSE,0.2939834182616323,FALSE
GP,F,18,R,GT3,A,3,2,other,services,home,mother,2,2,no,no,no,no,no,yes,yes,4,1,1,1,1,5,0,no,45,11,9,10,1,FALSE,4,45,Moderate to long study,Infrequent,0.721356556804684,TRUE,0.029039935674518347,FALSE
GP,M,18,U,GT3,T,4,4,teacher,services,home,mother,2,1,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,0,yes,14,10,10,10,2.5,TRUE,3,14,Light study,Frequent,0.9180342171901587,TRUE,0.5620706954505295,TRUE
GP,F,18,U,GT3,T,4,4,health,health,reputation,father,1,2,yes,yes,yes,yes,yes,yes,yes,2,4,4,1,1,4,1,no,8,12,10,10,1,FALSE,2,8,Moderate to long study,Frequent,0.5329534509100302,TRUE,0.021486073033884168,FALSE
GP,M,18,U,LE3,T,4,3,teacher,services,course,mother,2,1,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,yes,4,10,10,10,1.5,FALSE,4,4,Light study,Infrequent,0.2390865851688461,FALSE,0.7186072692275047,TRUE
GP,M,17,U,LE3,A,4,1,services,other,home,mother,2,1,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,0,yes,26,10,10,9,3,TRUE,4,26,Light study,Frequent,0.9493567246883017,TRUE,0.8870828147046268,TRUE
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,0,no,18,12,11,12,3.5,TRUE,4,18,Light study,Frequent,0.9136125751700899,TRUE,0.7422824883833528,TRUE
GP,F,18,R,LE3,T,1,1,at_home,other,reputation,mother,2,4,no,yes,yes,yes,yes,no,no,5,2,2,1,1,3,0,yes,2,14,14,15,1,FALSE,5,2,Moderate to long study,Infrequent,0.07376582695500794,FALSE,0.8740802283864468,TRUE
GP,F,18,U,GT3,T,1,1,other,other,home,mother,2,2,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,no,2,10,11,12,1,FALSE,5,2,Moderate to long study,Frequent,0.18072686562951928,FALSE,0.7904947148635983,TRUE
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,no,yes,no,no,yes,yes,no,5,4,5,1,2,5,0,no,8,11,10,12,1.5,FALSE,5,8,Moderate to long study,Frequent,0.25310496044799197,FALSE,0.4499011831358075,FALSE
GP,M,17,U,GT3,T,1,1,other,other,reputation,father,1,2,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,yes,1,12,11,12,1.5,FALSE,4,1,Moderate to long study,Infrequent,0.12427652934291523,FALSE,0.7925202350597829,TRUE
GP,F,18,U,GT3,T,2,2,at_home,at_home,other,mother,1,3,no,yes,no,yes,yes,yes,no,4,3,3,1,2,2,0,yes,2,18,18,18,1.5,FALSE,4,2,Moderate to long study,Infrequent,0.1066407586916358,FALSE,0.6965698972344398,TRUE
GP,F,17,U,GT3,T,1,1,services,teacher,reputation,mother,1,3,no,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,yes,3,13,12,13,1,FALSE,4,3,Moderate to long study,Infrequent,0.11365171966598467,FALSE,0.24837980954907835,FALSE
GP,M,18,U,GT3,T,2,1,services,services,reputation,mother,1,3,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,yes,3,14,14,14,2,FALSE,4,3,Moderate to long study,Frequent,0.6693167730698613,TRUE,0.7180896289646626,TRUE
GP,M,18,U,LE3,A,4,4,teacher,teacher,reputation,mother,1,2,no,yes,yes,yes,yes,yes,no,5,4,3,1,1,2,0,yes,4,16,15,16,1,FALSE,5,4,Moderate to long study,Infrequent,0.11091179301171494,FALSE,0.22293529496528208,FALSE
GP,M,18,U,GT3,T,4,2,teacher,other,home,mother,1,2,no,yes,yes,yes,yes,yes,yes,4,3,2,1,4,5,0,yes,6,14,14,14,2.5,TRUE,4,6,Moderate to long study,Infrequent,0.16871207418985598,FALSE,0.42399159586057067,FALSE
GP,F,17,U,GT3,T,4,3,health,services,reputation,mother,1,3,no,yes,no,yes,yes,yes,no,4,2,2,1,2,3,0,yes,0,16,16,16,1.5,FALSE,4,0,Moderate to long study,Infrequent,0.09375485346163172,FALSE,0.5670805431436747,TRUE
GP,F,17,R,LE3,T,3,1,services,other,reputation,mother,2,4,no,yes,no,yes,yes,no,no,3,1,2,1,1,3,0,yes,3,18,18,18,1,FALSE,3,3,Moderate to long study,Infrequent,0.16120861374911435,FALSE,0.13404175592586398,FALSE
GP,M,18,R,LE3,T,3,2,services,other,reputation,mother,2,3,no,yes,yes,yes,yes,yes,no,5,4,2,1,1,4,0,yes,4,14,14,14,1,FALSE,5,4,Moderate to long study,Infrequent,0.11091179301171494,FALSE,0.8888855937402695,TRUE
GP,M,17,U,GT3,T,3,3,health,other,home,mother,1,1,no,yes,no,yes,yes,yes,no,4,4,3,1,3,5,0,yes,2,14,14,13,2,FALSE,4,2,Light study,Infrequent,0.21403087550017796,FALSE,0.3887127614580095,FALSE
GP,F,19,U,GT3,T,4,4,health,other,reputation,other,2,2,no,yes,yes,yes,yes,yes,no,2,3,4,2,3,2,0,yes,1,12,11,6,2.5,TRUE,2,1,Moderate to long study,Frequent,0.4088172835083278,FALSE,0.6545430580154061,TRUE
GP,F,18,U,LE3,T,4,3,other,other,home,other,2,2,no,yes,no,yes,yes,yes,yes,4,4,5,1,2,2,0,yes,5,12,11,11,1.5,FALSE,4,5,Moderate to long study,Frequent,0.29068345276733604,FALSE,0.5744069898501039,TRUE
GP,F,18,U,GT3,T,4,3,other,other,reputation,father,1,4,no,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,yes,0,15,15,16,1,FALSE,4,0,Moderate to long study,Infrequent,0.09375485346163172,FALSE,0.9200675322208554,TRUE
GP,M,18,U,LE3,T,4,4,teacher,teacher,home,mother,1,1,no,yes,no,yes,yes,yes,yes,1,4,2,2,2,1,0,yes,2,17,16,16,2,FALSE,1,2,Light study,Infrequent,0.4328894701414185,FALSE,0.6351804856676608,TRUE
GP,F,18,U,LE3,A,4,4,health,other,home,mother,1,2,no,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,no,7,13,12,13,1,FALSE,4,7,Moderate to long study,Frequent,0.3210471709381398,FALSE,0.25503865256905556,FALSE
GP,M,17,U,LE3,T,4,4,other,teacher,home,father,2,1,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,yes,0,12,12,12,2,FALSE,4,0,Light study,Infrequent,0.1909420374482772,FALSE,0.5329598232638091,TRUE
GP,F,17,U,GT3,T,4,2,other,other,reputation,mother,2,3,no,yes,no,yes,yes,yes,no,4,3,3,1,1,3,0,yes,0,16,14,15,1,FALSE,4,0,Moderate to long study,Infrequent,0.09375485346163172,FALSE,0.6353973646182567,TRUE
GP,F,17,U,GT3,T,3,2,health,health,reputation,father,1,4,no,yes,yes,no,yes,yes,no,5,2,2,1,2,5,0,yes,0,18,18,18,1.5,FALSE,5,0,Moderate to long study,Infrequent,0.06456525715389917,FALSE,0.225327312014997,FALSE
GP,M,20,U,GT3,A,3,2,services,other,course,other,1,1,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,1,no,0,16,16,16,1,FALSE,5,0,Light study,Infrequent,0.14338247749095603,FALSE,0.23576273838989437,FALSE
GP,M,19,R,GT3,T,3,3,other,services,reputation,father,1,2,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,no,0,12,11,12,1.5,FALSE,4,0,Moderate to long study,Infrequent,0.11669643689269424,FALSE,0.4127341886050999,FALSE
GP,F,18,U,GT3,T,2,1,services,other,course,mother,2,2,no,yes,yes,yes,yes,yes,no,5,3,3,1,2,1,0,yes,1,10,10,8,1.5,FALSE,5,1,Moderate to long study,Infrequent,0.06902374315370186,FALSE,0.7774925373960286,TRUE
GP,F,18,U,GT3,T,4,3,other,other,course,mother,1,3,no,yes,yes,yes,yes,yes,yes,4,3,4,1,1,5,0,yes,6,12,12,13,1,FALSE,4,6,Moderate to long study,Frequent,0.30565428646211035,FALSE,0.20343205146491528,FALSE
GP,F,17,R,GT3,T,3,4,at_home,services,course,father,1,3,no,yes,yes,no,yes,yes,no,4,3,4,2,5,5,0,yes,1,13,13,14,3.5,TRUE,4,1,Moderate to long study,Frequent,0.23536270351966376,FALSE,0.46608439995907247,FALSE
GP,F,18,U,GT3,T,4,4,teacher,other,course,mother,1,2,no,yes,no,yes,yes,yes,no,4,4,4,3,3,5,0,yes,1,12,11,12,3,TRUE,4,1,Moderate to long study,Frequent,0.23536270351966376,FALSE,0.18037971574813128,FALSE
GP,F,17,U,GT3,A,4,3,services,services,course,mother,1,2,no,yes,no,yes,yes,yes,yes,5,2,2,1,2,5,0,yes,18,14,14,15,1.5,FALSE,5,18,Moderate to long study,Infrequent,0.20014247281142902,FALSE,0.3310352321714163,FALSE
GP,F,17,U,GT3,T,2,2,other,other,course,mother,1,2,no,yes,no,yes,yes,no,yes,4,2,2,1,1,3,0,no,8,12,11,11,1,FALSE,4,8,Moderate to long study,Infrequent,0.15496055166288572,FALSE,0.4590775384567678,FALSE
GP,F,17,R,LE3,T,2,2,services,services,course,mother,1,3,no,yes,yes,yes,yes,yes,no,3,3,2,2,2,3,0,yes,2,11,11,10,2,FALSE,3,2,Moderate to long study,Infrequent,0.15176628366092174,FALSE,0.05648168595507741,FALSE
GP,F,17,U,GT3,T,3,1,services,services,course,father,1,3,no,yes,no,no,yes,yes,no,3,4,3,2,3,5,0,no,0,14,16,16,2.5,TRUE,3,0,Moderate to long study,Infrequent,0.13424704227110124,FALSE,0.20999623369425535,FALSE
GP,F,17,U,LE3,T,0,2,at_home,at_home,home,father,2,3,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,no,0,15,14,15,2.5,TRUE,3,0,Moderate to long study,Infrequent,0.13424704227110124,FALSE,0.7491517593152821,TRUE
GP,M,18,U,GT3,T,4,4,other,other,course,mother,1,3,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,no,2,11,13,12,2,FALSE,4,2,Moderate to long study,Infrequent,0.13227525891071584,FALSE,0.8652729119639844,TRUE
GP,M,17,U,GT3,T,3,3,other,services,reputation,mother,1,1,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,no,2,16,16,16,4,TRUE,4,2,Light study,Frequent,0.7709595201670835,TRUE,0.5741138989105821,TRUE
GP,M,17,R,GT3,T,2,2,services,other,course,mother,4,1,no,yes,no,yes,yes,yes,no,4,4,5,5,5,4,0,no,5,11,10,10,5,TRUE,4,5,Light study,Frequent,0.8066506853623054,TRUE,0.7101641944609582,TRUE
GP,F,17,U,GT3,T,4,4,teacher,services,course,mother,1,3,no,yes,yes,yes,yes,yes,no,5,4,4,1,3,4,0,yes,4,12,10,11,2,FALSE,5,4,Moderate to long study,Frequent,0.2028902400179486,FALSE,0.031138087855651975,FALSE
GP,F,17,U,GT3,T,4,4,teacher,teacher,course,mother,2,3,no,yes,no,no,yes,yes,yes,4,3,3,1,2,4,0,yes,4,14,14,14,1.5,FALSE,4,4,Moderate to long study,Infrequent,0.12106114611953424,FALSE,0.36971825431101024,FALSE
GP,M,18,U,LE3,T,2,2,other,other,course,mother,1,4,no,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,no,1,10,10,10,3,TRUE,4,1,Moderate to long study,Frequent,0.6369135866278804,TRUE,0.27998873218894005,FALSE
GP,F,17,R,GT3,T,2,4,at_home,other,course,father,1,3,no,yes,no,yes,yes,yes,yes,4,4,3,1,1,5,0,no,4,14,14,14,1,FALSE,4,4,Moderate to long study,Infrequent,0.12106114611953424,FALSE,0.5155220031738281,TRUE
GP,F,18,U,GT3,T,3,3,services,services,home,mother,1,2,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,0,no,4,8,6,6,1,FALSE,5,4,Moderate to long study,Frequent,0.2028902400179486,FALSE,0.6354567701928318,TRUE
GP,F,18,U,LE3,T,2,2,other,other,home,other,1,2,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,no,0,9,8,6,1,FALSE,4,0,Moderate to long study,Infrequent,0.09375485346163172,FALSE,0.22368260100483894,FALSE
GP,F,18,R,GT3,T,2,2,at_home,other,course,mother,2,4,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,0,no,3,12,11,7,1,FALSE,4,3,Moderate to long study,Frequent,0.26208293625056317,FALSE,0.25404147803783417,FALSE
GP,F,17,U,GT3,T,3,4,services,other,course,mother,1,3,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,0,no,12,14,14,14,2,FALSE,4,12,Moderate to long study,Frequent,0.40342724593923746,FALSE,0.5388520348351449,TRUE
GP,F,17,U,GT3,T,3,2,other,other,home,mother,1,2,no,yes,no,yes,yes,yes,yes,4,3,2,2,3,2,0,yes,0,10,10,8,2.5,TRUE,4,0,Moderate to long study,Infrequent,0.09375485346163172,FALSE,0.4465728986542672,FALSE
